subset,model,comparator,n,gain_pct,nw_t,p_two_sided,bootstrap_95_low,bootstrap_95_high,p_holm
15_assets_without_listed_options,HPTS_Final,HAR,13007,6.686045440475297,4.761601655042625,1.9206250942868266e-06,4.627422895548288,9.152212737875066,1.1523750565720959e-05
15_assets_without_listed_options,HPTS_Final,HPTS_NoIV,13007,1.9507721671778278,2.222265724336796,0.026265353073596773,0.3094954313898472,3.691771639369815,0.10506141229438709
15_assets_without_listed_options,HPTS_Final,Full_FixedEffects,13007,0.8026947739323553,3.502687276000015,0.0004605898732897964,0.3377765809159092,1.306693108298102,0.002302949366448982
15_assets_without_listed_options,HPTS_Final,Full_PerAsset,13007,0.30575307572049404,1.0401772569457168,0.2982575557375363,-0.30454194479781704,0.8550786895034843,0.2982575557375363
15_assets_without_listed_options,HPTS_Final,HPTS_CommonIV,13007,0.10419932439187374,1.9960834842431743,0.04592483642937451,0.003262605955055012,0.1944695519417192,0.10998452903497852
15_assets_without_listed_options,HPTS_Final,HPTS_IVSpecific,13007,0.2985672556330754,2.0895136592742336,0.036661509678326175,-0.02083130091653006,0.6591675592843715,0.10998452903497852
