model,comparator,n,mse_gain_pct,nw_t,p_two_sided
Pooled_HGB,HAR,14829,6.024550827141162,4.056115588715862,4.9895574088397916e-05
HPTS_Final,Pooled_HGB,14829,1.0299563326497507,0.9755811443079037,0.329272072290262
Full_PerAsset,Pooled_HGB,14829,0.7346437208064271,0.6782310585432887,0.4976252028855491
